_id,hotness,activityHotness,primaryCategory,words,similarArticles,coins,description,publishedAt,title,url,source,thumbnail,sourceDomain,originalImageUrl
5f5f86658aad840017aec49e,74081.39801051814,3.1254642218373583,Blockchain,1169,"[{'_id': '5f5b81d67724ec00182123a2', 'title': 'Acala Network, Polkadot’s MakerDAO, Comes to Ethereum', 'publishedAt': '2020-09-11T13:10:13.000Z', 'sourceDomain': 'cryptobriefing.com', 'url': 'https://cryptocontrol.io/r/api/article/5f5b81d67724ec00182123a2?ref=5f5ffe6559e3200017b06c42', 'thumbnail': 'https://cloudfront.cryptocontrol.io/thumbnails/5f5b81d67724ec00182123a2-1599832534654.png'}, {'_id': '5f5bf2f672bcc8001d9877fa', 'title': 'DeFi oracles, explained', 'publishedAt': '2020-09-11T20:00:00.000Z', 'sourceDomain': 'cointelegraph.com', 'url': 'https://cryptocontrol.io/r/api/article/5f5bf2f672bcc8001d9877fa?ref=5f5ffe6559e3200017b06c42', 'thumbnail': 'https://cloudfront.cryptocontrol.io/thumbnails/5f5bf2f672bcc8001d9877fa-1599861494967.jpg'}]","[{'_id': '5b7ca78b0c38a700190ebdff', 'name': 'Own', 'slug': 'own', 'tradingSymbol': 'CHX'}, {'_id': '5a7b931102ac032bc99781f1', 'name': 'DATA', 'slug': 'data', 'tradingSymbol': 'DTA'}, {'_id': '59d21e9b83a0523906a45dda', 'name': 'ChainLink', 'slug': 'chainlink', 'tradingSymbol': 'LINK'}, {'_id': '5bdce5080c38a700195afa0b', 'name': 'Absolute', 'slug': 'absolute', 'tradingSymbol': 'ABS'}, {'_id': '5b1b1885bad05a000f195d03', 'name': 'Engine', 'slug': 'engine', 'tradingSymbol': 'EGCC'}, {'_id': '5a7b931902ac032bc9978264', 'name': 'Equal', 'slug': 'equal', 'tradingSymbol': 'EQL'}, {'_id': '5c05c3873c4bad0016c2504d', 'name': 'Online', 'slug': 'online', 'tradingSymbol': 'oio'}]","Decentralized, oracle-based systems, like Chainlink's, are unworkable for financial services without third-party verification.",2020-09-14T13:38:07.000Z,Paul Brody: Enterprises Need Third Parties For Oracles to Work - CoinDesk,https://cryptocontrol.io/r/api/article/5f5f86658aad840017aec49e?ref=5f5ffe6559e3200017b06c42,"{'_id': '59ce11393a44cf289a9a71f5', 'name': 'CoinDesk', 'url': 'http://coindesk.com', 'favicon': 'https://assets.cryptocontrol.io/favicons/59ce11393a44cf289a9a71f5.png'}",https://cloudfront.cryptocontrol.io/thumbnails/5f5f86658aad840017aec49e-1600095845985.jpg,coindesk.com,https://static.coindesk.com/wp-content/uploads/2020/09/tobias-cornille-dV9ZfzLxaQ4-unsplash.jpg
5f6066e08293c9001a027a62,74081.31049878124,1.601980262729618,Blockchain,788,"[{'_id': '5f5fa0ad9b97cb001a4812ce', 'title': 'DeFi Craze Possibly Responsible for New Crypto Market Entrants\xa0', 'publishedAt': '2020-09-14T14:55:41.000Z', 'sourceDomain': 'insidebitcoins.com', 'url': 'https://cryptocontrol.io/r/api/article/5f5fa0ad9b97cb001a4812ce?ref=5f5ffe6559e3200017b06c42', 'thumbnail': 'https://cloudfront.cryptocontrol.io/thumbnails/5f5fa0ad9b97cb001a4812ce-1600102573073.jpg'}]","[{'_id': '5e3844a816c3760019f74b72', 'name': 'Defi', 'slug': 'defi', 'tradingSymbol': 'DEFI'}, {'_id': '5e3844a916c3760019f74d82', 'name': 'BOOM', 'slug': 'boom', 'tradingSymbol': 'BOOM'}, {'_id': '59cb59e81c073f09e76f614b', 'name': 'Bitcoin', 'slug': 'bitcoin', 'tradingSymbol': 'BTC'}, {'_id': '59d21e9b83a0523906a45db5', 'name': 'Monero', 'slug': 'monero', 'tradingSymbol': 'XMR'}]",The decentralized finance (defi) space is headed for an implosion unless the divided community leaders step forward with solutions. This is discernible from September 13 Sunday morning tweets by some influential players in the defi space wherein they attack each other. Waves blockchain creator Sasha…,2020-09-14T22:15:04.000Z,Defi Boom: Bubble Fears Grow as ‘Toxic’ Community Disagrees on Way Forward,https://cryptocontrol.io/r/api/article/5f6066e08293c9001a027a62?ref=5f5ffe6559e3200017b06c42,"{'_id': '59d71c67ef8bf95cc2ab0147', 'name': 'Bitcoin.com', 'url': 'https://news.bitcoin.com/', 'favicon': 'https://assets.cryptocontrol.io/favicons/59d71c67ef8bf95cc2ab0147.png'}",https://cloudfront.cryptocontrol.io/thumbnails/5f6066e08293c9001a027a62-1600153312574.jpg,news.bitcoin.com,https://news.bitcoin.com/wp-content/uploads/2020/09/defi-boom-bubble-fears-grow-as-toxic-community-disagrees-on-way-forward.jpg
5f605d6a8293c9001a02363b,74080.92067181422,0.11655144384775734,Blockchain,195,[],"[{'_id': '5e3844a816c3760019f74b72', 'name': 'Defi', 'slug': 'defi', 'tradingSymbol': 'DEFI'}, {'_id': '59cb59e81c073f09e76f614b', 'name': 'Bitcoin', 'slug': 'bitcoin', 'tradingSymbol': 'BTC'}]","The number of tokenized Bitcoins locked up in decentralized finance (DeFi) protocols has surpassed the 100K mark. Interestingly, more than half of these synthetic Bitcoins were garnered over the past 30 days, which shows how much people are willing to interact with DeFi protocols using also the…",2020-09-15T04:49:29.000Z,Tokenized Bitcoins on DeFi now worth over $1 billion,https://cryptocontrol.io/r/api/article/5f605d6a8293c9001a02363b?ref=5f5ffe6559e3200017b06c42,"{'_id': '5bda96120c38a7001984d502', 'name': 'Cryptopolitan', 'url': 'https://www.cryptopolitan.com/', 'favicon': 'https://assets.cryptocontrol.io/favicons/5bda96120c38a7001984d502.png'}",https://cloudfront.cryptocontrol.io/thumbnails/5f605d6a8293c9001a02363b-1600150890873.jpg,cryptopolitan.com,https://www.cryptopolitan.com/wp-content/uploads/2020/04/bitcoin-4207418_1920.jpg
5f60139d77fd0b0017b101c3,74080.29643456089,0.12851789422336624,Blockchain,613,[],"[{'_id': '5afcc60ced3b0e000f40d55c', 'name': 'KEY', 'slug': 'key', 'tradingSymbol': 'key'}, {'_id': '59cb59e81c073f09e76f614b', 'name': 'Bitcoin', 'slug': 'bitcoin', 'tradingSymbol': 'BTC'}, {'_id': '59d21e9b83a0523906a45f2b', 'name': 'Altcoin', 'slug': 'altcoin-alt', 'tradingSymbol': 'alt'}, {'_id': '5b0600845d27780010d289f3', 'name': 'RED', 'slug': 'red', 'tradingSymbol': 'RED'}, {'_id': '5e3844aa16c3760019f74f7b', 'name': 'TOP', 'slug': 'top', 'tradingSymbol': 'TOP'}]","Bitcoin price may have just held and confirmed a critical bullish retest of $10,000 and “meme” downtrend resistance from all-time high. After such a bullish confirmation the leading cryptocurrency by market cap could soon soar. And if it does, BTC dominance could be signaling that altcoins are going…",2020-09-15T01:00:27.000Z,How One Line In Bitcoin Dominance Is Standing In The Way Of Alt Season,https://cryptocontrol.io/r/api/article/5f60139d77fd0b0017b101c3?ref=5f5ffe6559e3200017b06c42,"{'_id': '59d71bd7ef8bf95cc2aaf579', 'name': 'NewsBTC', 'url': 'http://www.newsbtc.com', 'favicon': 'https://assets.cryptocontrol.io/favicons/59d71bd7ef8bf95cc2aaf579.png'}",https://cloudfront.cryptocontrol.io/thumbnails/5f60139d77fd0b0017b101c3-1600131997681.jpg,newsbtc.com,https://www.newsbtc.com/wp-content/uploads/2020/09/bitcoin-dominance-alt-season-altcoins-btc-dom-btc.d-Depositphotos_71072233_xl-2015-scaled.jpg
5f60214a9cc00d001aee8e31,74080.13107527407,0.13001045924503382,Blockchain,540,[],"[{'_id': '59cb59f9b0836b0a63aebc7c', 'name': 'Ethereum', 'tradingSymbol': 'ETH', 'slug': 'ethereum'}, {'_id': '5e3844a816c3760019f74b72', 'name': 'Defi', 'slug': 'defi', 'tradingSymbol': 'DEFI'}, {'_id': '59d21e9b83a0523906a45f2b', 'name': 'Altcoin', 'slug': 'altcoin-alt', 'tradingSymbol': 'alt'}, {'_id': '5b5bb2068cb221000f92d832', 'name': 'ARBITRAGE', 'slug': 'arbitrage', 'tradingSymbol': 'arb'}]","It appears that decentralized finance (DeFi) has not peaked despite a deluge of scammy projects and clear copy-cats of popular protocols.
",2020-09-15T00:00:23.000Z,"What is Pickle Finance? New Ethereum DeFi craze rallies 1,000% in one day",https://cryptocontrol.io/r/api/article/5f60214a9cc00d001aee8e31?ref=5f5ffe6559e3200017b06c42,"{'_id': '5b4b590dc831fd000f6c4c66', 'name': 'CryptoSlate', 'url': 'https://cryptoslate.com', 'favicon': 'https://assets.cryptocontrol.io/favicons/5b4b590dc831fd000f6c4c66.png'}",https://cloudfront.cryptocontrol.io/thumbnails/5f60214a9cc00d001aee8e31-1600135498878.jpg,cryptoslate.com,https://cryptoslate.com/wp-content/uploads/2020/09/pickle-1.jpg
5f5ff5b377fd0b0017afdd04,74079.78245324403,0.12231435513142097,Blockchain,542,[],"[{'_id': '59cb59e81c073f09e76f614b', 'name': 'Bitcoin', 'slug': 'bitcoin', 'tradingSymbol': 'BTC'}, {'_id': '5b7ca78b0c38a700190ebdff', 'name': 'Own', 'slug': 'own', 'tradingSymbol': 'CHX'}]","Bitcoin is now a payment option to potential buyers of the Gulfstream G650ER private jet, following approval by the aircraft’s selling company, Aviatrade. Aviatrade has launched a new crypto transactions payments platform in a bid to attract Bitcoin millionaires and other buyers who’d prefer to…",2020-09-14T21:57:39.000Z,Bitcoin Can Now Be Used to Purchase a Private Jet Worth $40 Million,https://cryptocontrol.io/r/api/article/5f5ff5b377fd0b0017afdd04?ref=5f5ffe6559e3200017b06c42,"{'_id': '5adc20e7ec0af7be3539d369', 'name': 'ZyCrypto', 'url': 'https://zycrypto.com', 'favicon': 'https://assets.cryptocontrol.io/favicons/5adc20e7ec0af7be3539d369.png'}",https://cloudfront.cryptocontrol.io/thumbnails/5f5ff5b377fd0b0017afdd04-1600124339595.jpg,zycrypto.com,https://zycrypto.com/wp-content/uploads/2020/09/Bitcoin-Can-Now-Be-Used-to-Purchase-a-Private-Jet-Worth-40-Million.jpg
5f5fe103c24f7f001742f176,74079.45072613662,0.12776317365982798,Blockchain,917,[],"[{'_id': '59cb59f9b0836b0a63aebc7c', 'name': 'Ethereum', 'tradingSymbol': 'ETH', 'slug': 'ethereum'}, {'_id': '5e3844a816c3760019f74b72', 'name': 'Defi', 'slug': 'defi', 'tradingSymbol': 'DEFI'}, {'_id': '5ac2c404a8134644d0cc0a32', 'name': 'Consensus', 'slug': 'consensus', 'tradingSymbol': 'SEN'}, {'_id': '5e3844aa16c3760019f74f57', 'name': 'Aave', 'slug': 'aave', 'tradingSymbol': 'LEND'}, {'_id': '5a7b931102ac032bc99781f1', 'name': 'DATA', 'slug': 'data', 'tradingSymbol': 'DTA'}, {'_id': '5b7ca78b0c38a700190ebdff', 'name': 'Own', 'slug': 'own', 'tradingSymbol': 'CHX'}, {'_id': '5e3844a916c3760019f74d82', 'name': 'BOOM', 'slug': 'boom', 'tradingSymbol': 'BOOM'}]","Since Bitcoin was first unveiled in 2008 and the first blockchain went live shortly after, the number of use cases for the technology has expanded immensely. As the potential for the technology was recognized and the number of potential users grew, a variety of infrastructure projects appeared,…",2020-09-14T19:56:16.000Z,Three Blockchain Infrastructure Projects You Should be Following,https://cryptocontrol.io/r/api/article/5f5fe103c24f7f001742f176?ref=5f5ffe6559e3200017b06c42,"{'_id': '5adc20e7ec0af7be3539d369', 'name': 'ZyCrypto', 'url': 'https://zycrypto.com', 'favicon': 'https://assets.cryptocontrol.io/favicons/5adc20e7ec0af7be3539d369.png'}",https://cloudfront.cryptocontrol.io/thumbnails/5f5fe103c24f7f001742f176-1600119043258.jpg,zycrypto.com,https://zycrypto.com/wp-content/uploads/2020/09/Three-Blockchain-Infrastructure-Projects-You-Should-be-Following.jpg
5f5fde53c24f7f001742cc11,74079.38307969325,0.14446858212614458,Blockchain,1320,[],"[{'_id': '59cb59e81c073f09e76f614b', 'name': 'Bitcoin', 'slug': 'bitcoin', 'tradingSymbol': 'BTC'}, {'_id': '59cb59f9b0836b0a63aebc7c', 'name': 'Ethereum', 'tradingSymbol': 'ETH', 'slug': 'ethereum'}, {'_id': '59d21e9b83a0523906a45dc5', 'name': 'EOS', 'slug': 'eos', 'tradingSymbol': 'EOS'}, {'_id': '59d21e9b83a0523906a45dbe', 'name': 'Tether', 'slug': 'tether', 'tradingSymbol': 'USDT'}, {'_id': '5a7b931102ac032bc99781f1', 'name': 'DATA', 'slug': 'data', 'tradingSymbol': 'DTA'}, {'_id': '5b7ca78b0c38a700190ebdff', 'name': 'Own', 'slug': 'own', 'tradingSymbol': 'CHX'}, {'_id': '59d21e9b83a0523906a45e2b', 'name': 'Counterparty', 'slug': 'counterparty', 'tradingSymbol': 'XCP'}]","The RGB protocol, now in beta, is working to outfit Bitcoin with the capabilities that have made Ethereum the go-to blockchain for issuing tokenized assets.
",2020-09-14T19:25:54.000Z,RGB Continues Work to Bring Better Smart Contracts to Bitcoin - CoinDesk,https://cryptocontrol.io/r/api/article/5f5fde53c24f7f001742cc11?ref=5f5ffe6559e3200017b06c42,"{'_id': '59ce11393a44cf289a9a71f5', 'name': 'CoinDesk', 'url': 'http://coindesk.com', 'favicon': 'https://assets.cryptocontrol.io/favicons/59ce11393a44cf289a9a71f5.png'}",https://cloudfront.cryptocontrol.io/thumbnails/5f5fde53c24f7f001742cc11-1600118355875.jpeg,coindesk.com,https://static.coindesk.com/wp-content/uploads/2020/09/rgb.jpeg
5f5fa4cd2c35530017d8e06d,74078.91386931861,0.13715635564324832,Blockchain,642,[],"[{'_id': '5e3844a816c3760019f74b72', 'name': 'Defi', 'slug': 'defi', 'tradingSymbol': 'DEFI'}, {'_id': '5b7b560c0c38a70019140895', 'name': 'TWIST', 'slug': 'twist', 'tradingSymbol': 'twist'}, {'_id': '59cb59e81c073f09e76f614b', 'name': 'Bitcoin', 'slug': 'bitcoin', 'tradingSymbol': 'BTC'}]","Derivatives traders have placed bets bitcoin will hit $36,000 by year's end while bZx fell victim to yet another hack.
",2020-09-14T16:39:37.000Z,"Blockchain Bites: Big Bitcoin Bets, SushiSwap Drops, bZx Attacked - CoinDesk",https://cryptocontrol.io/r/api/article/5f5fa4cd2c35530017d8e06d?ref=5f5ffe6559e3200017b06c42,"{'_id': '59ce11393a44cf289a9a71f5', 'name': 'CoinDesk', 'url': 'http://coindesk.com', 'favicon': 'https://assets.cryptocontrol.io/favicons/59ce11393a44cf289a9a71f5.png'}",https://cloudfront.cryptocontrol.io/thumbnails/5f5fa4cd2c35530017d8e06d-1600103629379.jpg,coindesk.com,https://static.coindesk.com/wp-content/uploads/2020/09/macau-photo-agency-as5EWdBWKqk-unsplash.jpg
5f5f829a8aad840017ae9a10,74078.42271484165,0.12151113796169455,Blockchain,460,[],"[{'_id': '59cb59e81c073f09e76f614b', 'name': 'Bitcoin', 'slug': 'bitcoin', 'tradingSymbol': 'BTC'}, {'_id': '5e3844aa16c3760019f74f7b', 'name': 'TOP', 'slug': 'top', 'tradingSymbol': 'TOP'}, {'_id': '5b5bb2068cb221000f92d832', 'name': 'ARBITRAGE', 'slug': 'arbitrage', 'tradingSymbol': 'arb'}]","While Bitcoin promoters have always billed the asset as the most secure currency system, several incidents have shown that it’s not without its flaws. Recently, engineers [...]
",2020-09-14T13:48:26.000Z,Bitcoin Engineers Reveal New Blockchain Denial-of-Service Vulnerability ,https://cryptocontrol.io/r/api/article/5f5f829a8aad840017ae9a10?ref=5f5ffe6559e3200017b06c42,"{'_id': '5ccabcb670d7470010854415', 'name': 'InsideBitcoins', 'url': 'https://insidebitcoins.com/', 'favicon': 'https://assets.cryptocontrol.io/favicons/5ccabcb670d7470010854415.png'}",https://cloudfront.cryptocontrol.io/thumbnails/5f5f829a8aad840017ae9a10-1600094874499.jpg,insidebitcoins.com,https://cdn.insidebitcoins.com/wp-content/uploads/2020/09/bitcoin-exchange-btc-e-falls-victim-ddos-attack2.jpg
